Price,Close
Ticker,MSFT
Date,
1986-03-13,0.059707049280405045
1986-03-14,0.06183925271034241
1986-03-17,0.06290603429079056
1986-03-18,0.061306197196245193
1986-03-19,0.060240089893341064
1986-03-20,0.05864088982343674
1986-03-21,0.05704167112708092
1986-03-24,0.05544250085949898
1986-03-25,0.05650860816240311
1986-03-26,0.058107826858758926
1986-03-27,0.059173982590436935
1986-03-31,0.05864088982343674
1986-04-01,0.058107826858758926
1986-04-02,0.05864088982343674
1986-04-03,0.059173982590436935
1986-04-04,0.059173982590436935
1986-04-07,0.058107826858758926
1986-04-08,0.05864088982343674
1986-04-09,0.059707049280405045
1986-04-10,0.060240089893341064
1986-04-11,0.061306197196245193
1986-04-14,0.06183925271034241
1986-04-15,0.06183925271034241
1986-04-16,0.06397217512130737
1986-04-17,0.0645052120089531
1986-04-18,0.06237296760082245
1986-04-21,0.06237296760082245
1986-04-22,0.061306197196245193
1986-04-23,0.06157277524471283
1986-04-24,0.06770361214876175
1986-04-25,0.07196875661611557
1986-04-28,0.07250182330608368
1986-04-29,0.0703689455986023
1986-04-30,0.06876976788043976
1986-05-01,0.06770361214876175
1986-05-02,0.06770361214876175
1986-05-05,0.06717053055763245
1986-05-06,0.06770361214876175
1986-05-07,0.06770361214876175
1986-05-08,0.06823667138814926
1986-05-09,0.06770361214876175
1986-05-12,0.06823667138814926
1986-05-13,0.06876976788043976
1986-05-14,0.06823667138814926
1986-05-15,0.06823667138814926
1986-05-16,0.06876976788043976
1986-05-19,0.06770361214876175
1986-05-20,0.06717053055763245
1986-05-21,0.06610441207885742
1986-05-22,0.06610441207885742
1986-05-23,0.06610441207885742
1986-05-27,0.06823667138814926
1986-05-28,0.0703689455986023
1986-05-29,0.07196875661611557
1986-05-30,0.07463407516479492
1986-06-02,0.07250182330608368
1986-06-03,0.07250182330608368
1986-06-04,0.07196875661611557
1986-06-05,0.07303489744663239
1986-06-06,0.07303489744663239
1986-06-09,0.06983590126037598
1986-06-10,0.06983590126037598
1986-06-11,0.06983590126037598
1986-06-12,0.06717053055763245
1986-06-13,0.06717053055763245
1986-06-16,0.06663746386766434
1986-06-17,0.06770361214876175
1986-06-18,0.06717053055763245
1986-06-19,0.06663746386766434
1986-06-20,0.06690400838851929
1986-06-23,0.06770361214876175
1986-06-24,0.06717053055763245
1986-06-25,0.06610441207885742
1986-06-26,0.06397217512130737
1986-06-27,0.06343909353017807
1986-06-30,0.06557134538888931
1986-07-01,0.06557134538888931
1986-07-02,0.06557134538888931
1986-07-03,0.06663746386766434
1986-07-07,0.06397217512130737
1986-07-08,0.06237296760082245
1986-07-09,0.059707049280405045
1986-07-10,0.058107826858758926
1986-07-11,0.059707049280405045
1986-07-14,0.058907438069581985
1986-07-15,0.059707049280405045
1986-07-16,0.06183925271034241
1986-07-17,0.06290603429079056
1986-07-18,0.06343909353017807
1986-07-21,0.06343909353017807
1986-07-22,0.06557134538888931
1986-07-23,0.06397217512130737
1986-07-24,0.06610441207885742
1986-07-25,0.06663746386766434
1986-07-28,0.0650382786989212
1986-07-29,0.06343909353017807
1986-07-30,0.061306197196245193
1986-07-31,0.06077314540743828
1986-08-01,0.060240089893341064
1986-08-04,0.060240089893341064
1986-08-05,0.059707049280405045
1986-08-06,0.059173982590436935
1986-08-07,0.05864088982343674
1986-08-08,0.059173982590436935
1986-08-11,0.061306197196245193
1986-08-12,0.06290603429079056
1986-08-13,0.06343909353017807
1986-08-14,0.0650382786989212
1986-08-15,0.06530483812093735
1986-08-18,0.0645052120089531
1986-08-19,0.0645052120089531
1986-08-20,0.06397217512130737
1986-08-21,0.06397217512130737
1986-08-22,0.06290603429079056
1986-08-25,0.06290603429079056
1986-08-26,0.06237296760082245
1986-08-27,0.06237296760082245
1986-08-28,0.06237296760082245
1986-08-29,0.06077314540743828
1986-09-02,0.059173982590436935
1986-09-03,0.057574767619371414
1986-09-04,0.06237296760082245
1986-09-05,0.0650382786989212
1986-09-08,0.0645052120089531
1986-09-09,0.06557134538888931
1986-09-10,0.0645052120089531
1986-09-11,0.06183925271034241
1986-09-12,0.060240089893341064
1986-09-15,0.061306197196245193
1986-09-16,0.061306197196245193
1986-09-17,0.06290603429079056
1986-09-18,0.06343909353017807
1986-09-19,0.06343909353017807
1986-09-22,0.06290603429079056
1986-09-23,0.06397217512130737
1986-09-24,0.06317257881164551
1986-09-25,0.06183925271034241
1986-09-26,0.06183925271034241
1986-09-29,0.060240089893341064
1986-09-30,0.060240089893341064
1986-10-01,0.059707049280405045
1986-10-02,0.059707049280405045
1986-10-03,0.060240089893341064
1986-10-06,0.0650382786989212
1986-10-07,0.06637095659971237
1986-10-08,0.06823667138814926
1986-10-09,0.0703689455986023
1986-10-10,0.07356791943311691
1986-10-13,0.0703689455986023
1986-10-14,0.0714351013302803
1986-10-15,0.07463407516479492
1986-10-16,0.07463407516479492
1986-10-17,0.07676633447408676
1986-10-20,0.07729943096637726
1986-10-21,0.08049780130386353
1986-10-22,0.08049780130386353
1986-10-23,0.08049780130386353
1986-10-24,0.07996473461389542
1986-10-27,0.0826307088136673
1986-10-28,0.08449642360210419
1986-10-29,0.0820976197719574
1986-10-30,0.08369678258895874
1986-10-31,0.0826307088136673
1986-11-03,0.08422988653182983
1986-11-04,0.08742827922105789
1986-11-05,0.09275954961776733
1986-11-06,0.09489180892705917
1986-11-07,0.09435871243476868
1986-11-10,0.09062665700912476
1986-11-11,0.0911603644490242
1986-11-12,0.0911603644490242
1986-11-13,0.0898270308971405
1986-11-14,0.09062665700912476
1986-11-17,0.0911603644490242
1986-11-18,0.08636213839054108
1986-11-19,0.08956049382686615
1986-11-20,0.09649099409580231
1986-11-21,0.09968939423561096
1986-11-24,0.10768601298332214
1986-11-25,0.10875213891267776
1986-11-26,0.10768601298332214
1986-11-28,0.10608680546283722
1986-12-01,0.10395454615354538
1986-12-02,0.10448760539293289
1986-12-03,0.10368802398443222
1986-12-04,0.10502064228057861
1986-12-05,0.10448760539293289
1986-12-08,0.10342149436473846
1986-12-09,0.10288842022418976
1986-12-10,0.10368802398443222
1986-12-11,0.10448760539293289
1986-12-12,0.10075615346431732
1986-12-15,0.09809020161628723
1986-12-16,0.09915634244680405
1986-12-17,0.10022247582674026
1986-12-18,0.10102266818284988
1986-12-19,0.10342149436473846
1986-12-22,0.10448760539293289
1986-12-23,0.1055537685751915
1986-12-24,0.10528723895549774
1986-12-26,0.10502064228057861
1986-12-29,0.10075615346431732
1986-12-30,0.10182225704193115
1986-12-31,0.10288842022418976
1987-01-02,0.10182225704193115
1987-01-05,0.10768601298332214
1987-01-06,0.1092851534485817
1987-01-07,0.11514953523874283
1987-01-08,0.11888100951910019
1987-01-09,0.12367916107177734
1987-01-12,0.13167575001716614
1987-01-13,0.12794367969036102
1987-01-14,0.12794367969036102
1987-01-15,0.1348741352558136
1987-01-16,0.13167575001716614
1987-01-19,0.13647334277629852
1987-01-20,0.13860562443733215
1987-01-21,0.14446990191936493
1987-01-22,0.15886396169662476
1987-01-23,0.1439368724822998
1987-01-26,0.14660218358039856
1987-01-27,0.15246659517288208
1987-01-28,0.15299959480762482
1987-01-29,0.14660218358039856
1987-01-30,0.1559315174818039
1987-02-02,0.15566493570804596
1987-02-03,0.15299959480762482
1987-02-04,0.15353266894817352
1987-02-05,0.15246659517288208
1987-02-06,0.1468687653541565
1987-02-09,0.14553608000278473
1987-02-10,0.14606916904449463
1987-02-11,0.15299959480762482
1987-02-12,0.16366153955459595
1987-02-13,0.1620623767375946
1987-02-17,0.1631285548210144
1987-02-18,0.15299959480762482
1987-02-19,0.14660218358039856
1987-02-20,0.14500300586223602
1987-02-23,0.15406577289104462
1987-02-24,0.1615292727947235
1987-02-25,0.15886396169662476
1987-02-26,0.16472768783569336
1987-02-27,0.16366153955459595
1987-03-02,0.15886396169662476
1987-03-03,0.15886396169662476
1987-03-04,0.1700589805841446
1987-03-05,0.1780555248260498
1987-03-06,0.17752254009246826
1987-03-09,0.17432346940040588
1987-03-10,0.17965465784072876
1987-03-11,0.18232017755508423
1987-03-12,0.18311968445777893
1987-03-13,0.1764558106660843
1987-03-16,0.1753896027803421
1987-03-17,0.18125392496585846
1987-03-18,0.19084981083869934
1987-03-19,0.19458119571208954
1987-03-20,0.19244886934757233
1987-03-23,0.1911163032054901
1987-03-24,0.19244886934757233
1987-03-25,0.19164921343326569
1987-03-26,0.19031666219234467
1987-03-27,0.19564737379550934
1987-03-30,0.20630988478660583
1987-03-31,0.20630988478660583
1987-04-01,0.1940481811761856
1987-04-02,0.2025778442621231
1987-04-03,0.21270671486854553
1987-04-06,0.21164055168628693
1987-04-07,0.20044554769992828
1987-04-08,0.20630988478660583
1987-04-09,0.2025778442621231
1987-04-10,0.20391042530536652
1987-04-13,0.19724725186824799
1987-04-14,0.20044554769992828
1987-04-15,0.20471006631851196
1987-04-16,0.21004128456115723
1987-04-20,0.2041769176721573
1987-04-21,0.20737604796886444
1987-04-22,0.21004128456115723
1987-04-23,0.21004128456115723
1987-04-24,0.211107537150383
1987-04-27,0.211107537150383
1987-04-28,0.2265675663948059
1987-04-29,0.22017012536525726
1987-04-30,0.22176940739154816
1987-05-01,0.22390161454677582
1987-05-04,0.22816668450832367
1987-05-05,0.2468252331018448
1987-05-06,0.24096091091632843
1987-05-07,0.25215601921081543
1987-05-08,0.2697482705116272
1987-05-11,0.2622848451137543
1987-05-12,0.2532220482826233
1987-05-13,0.2596195638179779
1987-05-14,0.2617516815662384
1987-05-15,0.2542886734008789
1987-05-18,0.24575920403003693
1987-05-19,0.2372296005487442
1987-05-20,0.23349744081497192
1987-05-21,0.23776260018348694
1987-05-22,0.230832040309906
1987-05-26,0.23349744081497192
1987-05-27,0.23349744081497192
1987-05-28,0.24789147078990936
1987-05-29,0.24575920403003693
1987-06-01,0.24096091091632843
1987-06-02,0.239894837141037
1987-06-03,0.2414940595626831
1987-06-04,0.239894837141037
1987-06-05,0.2329643815755844
1987-06-08,0.23403050005435944
1987-06-09,0.2324313074350357
1987-06-10,0.22070319950580597
1987-06-11,0.20790909230709076
1987-06-12,0.20950821042060852
1987-06-15,0.20950821042060852
1987-06-16,0.213772714138031
1987-06-17,0.22123631834983826
1987-06-18,0.22363516688346863
1987-06-19,0.22283555567264557
1987-06-22,0.22123631834983826
1987-06-23,0.2191040962934494
1987-06-24,0.22336849570274353
1987-06-25,0.22283555567264557
1987-06-26,0.22336849570274353
1987-06-29,0.22230255603790283
1987-06-30,0.2175048291683197
1987-07-01,0.21857097744941711
1987-07-02,0.21323972940444946
1987-07-06,0.20790909230709076
1987-07-07,0.19244886934757233
1987-07-08,0.19884632527828217
1987-07-09,0.2041769176721573
1987-07-10,0.20684298872947693
1987-07-13,0.21164055168628693
1987-07-14,0.22390161454677582
1987-07-15,0.21803787350654602
1987-07-16,0.2175048291683197
1987-07-17,0.21803787350654602
1987-07-20,0.21217361092567444
1987-07-21,0.21164055168628693
1987-07-22,0.21323972940444946
1987-07-23,0.2084420770406723
1987-07-24,0.21004128456115723
1987-07-27,0.21270671486854553
1987-07-28,0.21217361092567444
1987-07-29,0.21164055168628693
1987-07-30,0.20684298872947693
1987-07-31,0.20044554769992828
1987-08-03,0.19564737379550934
1987-08-04,0.19991248846054077
1987-08-05,0.20737604796886444
1987-08-06,0.2153720259666443
1987-08-07,0.22070319950580597
1987-08-10,0.22070319950580597
1987-08-11,0.21643875539302826
1987-08-12,0.21323972940444946
1987-08-13,0.21963708102703094
1987-08-14,0.22070319950580597
1987-08-17,0.22230255603790283
1987-08-18,0.21857097744941711
1987-08-19,0.21857097744941711
1987-08-20,0.22443468868732452
1987-08-21,0.22816668450832367
1987-08-24,0.2382955700159073
1987-08-25,0.24469305574893951
1987-08-26,0.24629215896129608
1987-08-27,0.2468252331018448
1987-08-28,0.2564210593700409
1987-08-31,0.2532220482826233
1987-09-01,0.24202711880207062
1987-09-02,0.24522605538368225
1987-09-03,0.24575920403003693
1987-09-04,0.23882876336574554
1987-09-08,0.23776260018348694
1987-09-09,0.24042783677577972
1987-09-10,0.24415932595729828
1987-09-11,0.24789147078990936
1987-09-14,0.2542886734008789
1987-09-15,0.2513562738895416
1987-09-16,0.24895751476287842
1987-09-17,0.2473583221435547
1987-09-18,0.24522605538368225
1987-09-21,0.22816668450832367
1987-09-22,0.24415932595729828
1987-09-23,0.2569541931152344
1987-09-24,0.2612186670303345
